1,1,124.96,337.37,131.41000000000003,55.76999999999998,1,1,1.0
1,2,735.64,268.36,71.77999999999997,38.64999999999998,1,1,1.0
1,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
2,1,101.33,340.58,133.51,57.629999999999995,1,1,1.0
2,2,721.84,269.47,71.76999999999998,39.079999999999984,1,1,1.0
2,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
3,1,77.7,343.78,135.61,59.5,1,1,1.0
3,2,708.03,270.57,71.77999999999997,39.53000000000003,1,1,1.0
3,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
4,1,54.07,346.98,137.71,61.379999999999995,1,1,1.0
4,2,694.23,271.68,71.77999999999997,39.96999999999997,1,1,1.0
4,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
5,1,30.43,350.19,139.81,63.24000000000001,1,1,1.0
5,2,680.42,272.79,71.78000000000009,40.39999999999998,1,1,1.0
5,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
6,1,6.8,353.39,141.91,65.11000000000001,1,1,1.0
6,2,666.62,273.9,71.77999999999997,40.84000000000003,1,1,1.0
6,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
7,1,0.0,353.39,120.6,65.11000000000001,1,1,1.0
7,2,650.98,276.48,74.63,40.839999999999975,1,1,1.0
7,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
8,1,0.0,353.39,99.6,65.11000000000001,1,1,1.0
8,2,635.35,279.05,77.47000000000003,40.839999999999975,1,1,1.0
8,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
9,1,0.0,353.39,78.6,65.11000000000001,1,1,1.0
9,2,619.71,281.63,80.31999999999994,40.84000000000003,1,1,1.0
9,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
10,1,0.0,353.39,53.2,65.11000000000001,1,1,1.0
10,2,604.07,284.21,83.15999999999997,40.84000000000003,1,1,1.0
10,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
11,1,0.0,353.39,28.4,65.11000000000001,1,1,1.0
11,2,588.44,286.78,86.0,40.84000000000003,1,1,1.0
11,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
12,2,572.8,289.36,88.85000000000002,40.839999999999975,1,1,1.0
12,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
13,2,555.89,291.5,89.82000000000005,41.870000000000005,1,1,1.0
13,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
14,2,538.98,293.65,90.77999999999997,42.900000000000034,1,1,1.0
14,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
15,2,522.06,295.79,91.7600000000001,43.93000000000001,1,1,1.0
15,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
16,2,505.15,297.93,92.73000000000002,44.96999999999997,1,1,1.0
16,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
17,2,488.24,300.07,93.68999999999994,46.0,1,1,1.0
17,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
18,2,471.33,302.22,94.66000000000003,47.02999999999997,1,1,1.0
18,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
19,2,454.41,304.36,95.63999999999993,48.06,1,1,1.0
19,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
20,2,437.5,306.5,96.60000000000002,49.10000000000002,1,1,1.0
20,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
21,2,418.03,309.71,99.41000000000008,50.31,1,1,1.0
21,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
22,2,398.55,312.92,102.21999999999997,51.50999999999999,1,1,1.0
22,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
23,2,379.08,316.13,105.03000000000003,52.72000000000003,1,1,1.0
23,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
24,2,359.61,319.34,107.82999999999998,53.93000000000001,1,1,1.0
24,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
25,2,340.14,322.55,110.63999999999999,55.139999999999986,1,1,1.0
25,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
26,2,320.66,325.75,113.44999999999999,56.360000000000014,1,1,1.0
26,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
27,2,301.19,328.96,116.25999999999999,57.56999999999999,1,1,1.0
27,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
28,2,281.72,332.17,119.05999999999995,58.76999999999998,1,1,1.0
28,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
29,2,262.24,335.38,121.88,59.98000000000002,1,1,1.0
29,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
30,2,242.77,338.59,124.67999999999998,61.19,1,1,1.0
30,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
31,2,223.3,341.8,127.49000000000001,62.39999999999998,1,1,1.0
31,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
32,2,198.49,345.79,130.32999999999998,64.12,1,1,1.0
32,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
33,2,173.68,349.78,133.18,65.83000000000004,1,1,1.0
33,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
34,2,148.87,353.77,136.01999999999998,67.55000000000001,1,1,1.0
34,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
35,2,124.05,357.76,138.88,69.25999999999999,1,1,1.0
35,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
36,2,99.24,361.74,141.72000000000003,70.99000000000001,1,1,1.0
36,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
37,2,74.43,365.73,144.57,72.69999999999999,1,1,1.0
37,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
38,2,49.62,369.72,147.41,74.41999999999996,1,1,1.0
38,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
39,2,24.81,373.71,150.26,76.13,1,1,1.0
39,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
40,2,0.0,377.7,153.1,77.85000000000002,1,1,1.0
40,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
41,2,0.0,377.7,127.1,77.85000000000002,1,1,1.0
41,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
42,2,0.0,377.7,97.3,77.85000000000002,1,1,1.0
42,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
43,2,0.0,377.7,76.3,77.85000000000002,1,1,1.0
43,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
44,2,0.0,377.7,49.8,77.85000000000002,1,1,1.0
44,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
45,2,0.0,377.7,24.4,77.85000000000002,1,1,1.0
45,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
46,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
47,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
48,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
49,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
50,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
51,4,947.11,233.02,12.889999999999986,48.59,1,1,1.0
51,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
52,4,947.11,228.6,12.889999999999986,53.01000000000002,1,1,1.0
52,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
53,4,942.51,228.6,17.49000000000001,55.31000000000003,1,1,1.0
53,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
54,4,937.91,228.6,22.090000000000032,57.609999999999985,1,1,1.0
54,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
55,4,933.31,228.6,26.690000000000055,59.900000000000006,1,1,1.0
55,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
56,4,928.7,228.6,31.299999999999955,62.20000000000002,1,1,1.0
56,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
57,4,924.1,228.6,35.89999999999998,64.50000000000003,1,1,1.0
57,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
58,4,919.5,228.6,40.5,66.79999999999998,1,1,1.0
58,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
59,4,915.33,228.6,44.66999999999996,68.66,1,1,1.0
59,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
60,4,911.16,228.6,48.84000000000003,70.53,1,1,1.0
60,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
61,4,906.99,228.6,53.00999999999999,72.39000000000001,1,1,1.0
61,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
62,4,902.81,228.6,57.190000000000055,74.25000000000003,1,1,1.0
62,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
63,4,898.64,228.6,61.360000000000014,76.10999999999999,1,1,1.0
63,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
64,4,894.47,228.6,65.52999999999997,77.97999999999999,1,1,1.0
64,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
65,4,890.3,228.6,69.70000000000005,79.84,1,1,1.0
65,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
66,4,882.0,228.6,78.0,81.70000000000002,1,1,1.0
66,5,875.33,245.72,9.389999999999986,29.809999999999974,1,1,1.0
66,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
67,4,875.43,228.93,84.57000000000005,83.06,1,1,1.0
67,5,869.12,246.82,9.389999999999986,29.819999999999993,1,1,1.0
67,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
68,4,868.86,229.27,91.13999999999999,84.41999999999999,1,1,1.0
68,5,862.91,247.93,9.389999999999986,29.810000000000002,1,1,1.0
68,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
69,4,862.29,229.6,97.71000000000004,85.78,1,1,1.0
69,5,856.7,249.03,9.379999999999995,29.82000000000002,1,1,1.0
69,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
70,4,855.72,229.93,104.27999999999997,87.13999999999999,1,1,1.0
70,5,850.49,250.14,9.379999999999995,29.810000000000002,1,1,1.0
70,3,210.31,249.84,99.44,42.79999999999998,1,1,1.0
